hour,auc_pr,roc_auc,count
2013-01-02 18:00,0.881318832776662,0.9778978388998035,8162
2013-01-02 19:00,0.6987206731253037,0.9852152296218762,7655
2013-01-02 20:00,0.9005002501250625,0.9743883595158384,7776
2013-01-02 21:00,0.2976190476190476,0.9987189341532154,7808
2013-01-02 22:00,0.495943635627621,0.9469391968617735,6464
2013-01-02 23:00,0.7508880994671403,0.9421887881286067,4856
