date,volume,frauds,fraud_rate,pr_50
2023-02-23,345,0,0.0,0.33403401722087805
2023-02-24,343,1,0.0029154518950437317,0.278683114070469
2023-02-25,341,3,0.008797653958944282,0.4586823218615193
2023-02-26,349,0,0.0,0.26714521756870085
2023-02-27,337,0,0.0,0.21756891838556439
2023-02-28,360,1,0.002777777777777778,0.376056195376728
2023-03-01,349,3,0.008595988538681949,0.42430841471904523
